x_term,y_term,correlation,p_value,significance
#0:konferenz-paper:digital:learning,#a:konferenz-paper:online:lernen,-0.0007585968542128991,0.963044479965639,Nicht signifikant
#0:konferenz-paper:digital:learning,#b:zeitschriftenartikel:online:learning,-0.015093379077302928,0.3565686403086201,Nicht signifikant
#0:konferenz-paper:digital:learning,#b:buch:online:learning,-0.000758596854212899,0.963044479965639,Nicht signifikant
#0:konferenz-paper:digital:learning,#b:buchteil:online:learning,-0.00621725052593593,0.7041385916643834,Nicht signifikant
#0:konferenz-paper:digital:learning,#b:konferenz-paper:online:learning,-0.0026317379492091196,0.8722973221297767,Nicht signifikant
#1:zeitschriftenartikel:learning:management:system,#0:zeitschriftenartikel:digital:learning,-0.06521795280619294,6.674059399996892e-05,Signifikant
#1:zeitschriftenartikel:learning:management:system,#0:buch:digital:learning,-0.015496203002184305,0.3438777582356339,Nicht signifikant
#1:zeitschriftenartikel:learning:management:system,#0:buchteil:digital:learning,-0.037222581226837914,0.02295022689451874,Signifikant
#1:zeitschriftenartikel:learning:management:system,#0:konferenz-paper:digital:learning,-0.009547759883829058,0.5597791029818602,Nicht signifikant
#1:zeitschriftenartikel:learning:management:system,#1:buch:learning:management:system,-0.004770039844812133,0.7707872526627362,Nicht signifikant
#1:zeitschriftenartikel:learning:management:system,#1:buchteil:learning:management:system,-0.021441737521565602,0.1902753001288736,Nicht signifikant
#1:zeitschriftenartikel:learning:management:system,#1:konferenz-paper:learning:management:system,-0.010128288231524646,0.5361603801445879,Nicht signifikant
#1:zeitschriftenartikel:learning:management:system,#2:zeitschriftenartikel:online:lernplattform,-0.007545129250733761,0.6449086647422951,Nicht signifikant
#1:zeitschriftenartikel:learning:management:system,#3:zeitschriftenartikel:online:lernumgebung,-0.009547759883829054,0.5597791029818602,Nicht signifikant
#1:zeitschriftenartikel:learning:management:system,#3:buch:online:lernumgebung,-0.004770039844812133,0.7707872526627362,Nicht signifikant
#1:zeitschriftenartikel:learning:management:system,#3:buchteil:online:lernumgebung,-0.00674766382431567,0.680238801983771,Nicht signifikant
#1:zeitschriftenartikel:learning:management:system,#3:konferenz-paper:online:lernumgebung,-0.00477003984481213,0.7707872526627362,Nicht signifikant
#1:zeitschriftenartikel:learning:management:system,#4:zeitschriftenartikel:mooc,-0.0214417375215656,0.1902753001288736,Nicht signifikant
#1:zeitschriftenartikel:learning:management:system,#4:buch:mooc,-0.0067476638243156705,0.680238801983771,Nicht signifikant
#1:zeitschriftenartikel:learning:management:system,#4:buchteil:mooc,-0.015496203002184303,0.3438777582356339,Nicht signifikant
#1:zeitschriftenartikel:learning:management:system,#4:konferenz-paper:mooc,-0.01854399940998434,0.2573299905848056,Nicht signifikant
#1:zeitschriftenartikel:learning:management:system,#5:zeitschriftenartikel:e-learning,-0.04472439837625888,0.0062753422741491085,Signifikant
#1:zeitschriftenartikel:learning:management:system,#5:buch:e-learning,-0.016572836188203408,0.3113935767483111,Nicht signifikant
#1:zeitschriftenartikel:learning:management:system,#5:buchteil:e-learning,-0.04637226214316384,0.004599219336998577,Signifikant
#1:zeitschriftenartikel:learning:management:system,#5:konferenz-paper:e-learning,-0.007545129250733765,0.6449086647422951,Nicht signifikant
#1:zeitschriftenartikel:learning:management:system,#6:zeitschriftenartikel:bildung:technologie,-0.0269933556066651,0.0991485047271483,Nicht signifikant
#1:zeitschriftenartikel:learning:management:system,#6:buch:bildung:technologie,-0.016221708638005074,0.3217579596729895,Nicht signifikant
#1:zeitschriftenartikel:learning:management:system,#6:buchteil:bildung:technologie,-0.036066740895415374,0.027552853848466126,Signifikant
#1:zeitschriftenartikel:learning:management:system,#6:konferenz-paper:bildung:technologie,-0.011699853438797505,0.4748401784751941,Nicht signifikant
#1:zeitschriftenartikel:learning:management:system,#7:zeitschriftenartikel:digital:medien,-0.03673112857518195,0.024818602525059977,Signifikant
#1:zeitschriftenartikel:learning:management:system,#7:buch:digital:medien,-0.043025156882503385,0.00856111380008175,Signifikant
#1:zeitschriftenartikel:learning:management:system,#7:buchteil:digital:medien,-0.13919968780531905,1.3006187894850185e-17,Signifikant
#1:zeitschriftenartikel:learning:management:system,#7:konferenz-paper:digital:medien,-0.009547759883829056,0.5597791029818602,Nicht signifikant
#1:zeitschriftenartikel:learning:management:system,#8:zeitschriftenartikel:blended:learning,-0.026108147842148734,0.1107344684925631,Nicht signifikant
#1:zeitschriftenartikel:learning:management:system,#8:buch:blended:learning,-0.010677586917694168,0.5142835663463041,Nicht signifikant
#1:zeitschriftenartikel:learning:management:system,#8:buchteil:blended:learning,-0.023513728864044955,0.15089826140940224,Nicht signifikant
#1:zeitschriftenartikel:learning:management:system,#8:konferenz-paper:blended:learning,-0.004770039844812132,0.7707872526627362,Nicht signifikant
#1:zeitschriftenartikel:learning:management:system,#9:zeitschriftenartikel:digital:lernen,-0.036233841680121046,0.02684178585135202,Signifikant
#1:zeitschriftenartikel:learning:management:system,#9:buch:digital:lernen,-0.02275780826507095,0.16447503391781204,Nicht signifikant
#1:zeitschriftenartikel:learning:management:system,#9:buchteil:digital:lernen,-0.026774618160334447,0.10191736184603603,Nicht signifikant
#1:zeitschriftenartikel:learning:management:system,#9:konferenz-paper:digital:lernen,-0.004770039844812134,0.7707872526627362,Nicht signifikant
#1:zeitschriftenartikel:learning:management:system,#a:zeitschriftenartikel:online:lernen,-0.009547759883829058,0.5597791029818602,Nicht signifikant
#1:zeitschriftenartikel:learning:management:system,#a:buch:online:lernen,-0.0067476638243156705,0.680238801983771,Nicht signifikant
#1:zeitschriftenartikel:learning:management:system,#a:buchteil:online:lernen,-0.013517094320273999,0.4090126709619436,Nicht signifikant
#1:zeitschriftenartikel:learning:management:system,#a:konferenz-paper:online:lernen,-0.0033724755977664824,0.8368033770425518,Nicht signifikant
